id,peer,task,checkdate
518,aedie,C7_s21_matrix,2022-8-10
519,aedie,C8_3DVieweer_v1.0,2021-9-25
520,aedie,DO1_Linux,2022-10-19
521,aedie,DO2_LinuxNetwork,2021-2-24
522,aedie,DO3_LinuxMonitoring_v1.0,2022-1-22
523,aedie,DO5_SimpleDocker,2022-12-2
524,aedie,DO4_LinuxMonitoring_v2.0,2021-12-12
525,aedie,DO6_CICD,2021-8-5
526,aedie,CPP1_s21_matrix+,2022-1-9
527,aedie,CPP3_SmartCalc_v2.0,2022-9-4
528,aedie,CPP2_s21_containers,2022-4-27
529,aedie,CPP4_3DVieweer_v2.0,2022-1-9
530,aedie,CPP7_MLP,2021-12-19
531,aedie,CPP5_3DVieweer_v2.1,2022-12-17
532,aedie,CPP6__3DVieweer_v2.2,2021-12-19
533,aedie,CPP8_PhotoLab_v1.0,2022-11-3
534,aedie,CPP9_MonitoringSystem,2021-4-22
535,aedie,A1_Maze,2021-11-9
536,aedie,A2_SimpleNavigator_v1.0,2021-4-23
537,aedie,A3_Parallels,2022-2-24
538,aedie,A4_Crypto,2021-2-13
539,aedie,A5_Transactions,2021-8-3
540,aedie,A6_s21_memory,2021-5-12
541,aedie,A7_AlgorithmicTrading,2021-10-2
542,aedie,A8_DNA_Analyzer,2022-9-3
543,aedie,SQL2_Info21_v1.0,2022-1-17
544,aedie,SQL3_RetailAnalitycs_v1.0,2022-5-1
545,audiecle,C2_SimpleBashUtils,2021-8-8
546,audiecle,C3_s21_string+,2021-8-20
547,audiecle,C4_s21_math,2022-6-3
548,audiecle,C5_s21_decimal,2021-11-25
549,audiecle,C6_SmartCalc_v1.0,2022-1-2
550,audiecle,C7_s21_matrix,2021-11-2
551,audiecle,C8_3DVieweer_v1.0,2021-8-5
552,audiecle,DO1_Linux,2021-8-20
553,audiecle,DO2_LinuxNetwork,2021-2-16
554,audiecle,DO3_LinuxMonitoring_v1.0,2022-2-6
555,audiecle,DO5_SimpleDocker,2022-9-5
556,audiecle,DO4_LinuxMonitoring_v2.0,2022-9-20
557,audiecle,DO6_CICD,2021-8-17
558,audiecle,CPP1_s21_matrix+,2021-11-5
559,audiecle,CPP3_SmartCalc_v2.0,2022-3-1
560,audiecle,CPP2_s21_containers,2022-11-26
561,audiecle,CPP4_3DVieweer_v2.0,2022-12-2
562,audiecle,CPP7_MLP,2022-3-24
563,audiecle,CPP5_3DVieweer_v2.1,2021-5-4
564,audiecle,CPP6__3DVieweer_v2.2,2022-1-3
565,audiecle,CPP8_PhotoLab_v1.0,2021-9-10
566,audiecle,CPP9_MonitoringSystem,2021-5-5
567,audiecle,A1_Maze,2022-7-22
568,audiecle,A2_SimpleNavigator_v1.0,2022-5-12
569,audiecle,A3_Parallels,2021-9-26
570,audiecle,A4_Crypto,2022-7-6
571,audiecle,A5_Transactions,2021-5-15
572,audiecle,A6_s21_memory,2021-11-12
573,audiecle,A7_AlgorithmicTrading,2021-10-11
574,audiecle,A8_DNA_Analyzer,2022-1-6
575,audiecle,SQL2_Info21_v1.0,2022-5-4
576,audiecle,SQL3_RetailAnalitycs_v1.0,2021-1-19
577,janissca,C2_SimpleBashUtils,2021-10-4
578,janissca,C3_s21_string+,2021-9-18
579,janissca,C4_s21_math,2021-12-4
580,janissca,C5_s21_decimal,2021-4-8
581,janissca,C6_SmartCalc_v1.0,2021-2-4
582,janissca,C7_s21_matrix,2021-6-23
583,janissca,C8_3DVieweer_v1.0,2022-2-20
584,janissca,DO1_Linux,2021-10-15
585,janissca,DO2_LinuxNetwork,2022-2-1
586,janissca,DO3_LinuxMonitoring_v1.0,2022-2-23
587,janissca,DO5_SimpleDocker,2021-6-20
588,janissca,DO4_LinuxMonitoring_v2.0,2021-10-5
589,janissca,DO6_CICD,2022-5-17
590,janissca,CPP1_s21_matrix+,2022-12-3
591,janissca,CPP3_SmartCalc_v2.0,2021-8-22
592,janissca,CPP2_s21_containers,2022-8-21
593,janissca,CPP4_3DVieweer_v2.0,2022-1-1
594,janissca,CPP7_MLP,2021-7-10
595,janissca,CPP5_3DVieweer_v2.1,2022-3-27
596,janissca,CPP6__3DVieweer_v2.2,2022-11-4
597,janissca,CPP8_PhotoLab_v1.0,2021-1-9
598,janissca,CPP9_MonitoringSystem,2022-4-12
599,janissca,A1_Maze,2022-7-11
600,janissca,A2_SimpleNavigator_v1.0,2021-8-5
601,janissca,A3_Parallels,2022-1-7
602,janissca,A4_Crypto,2021-2-7
603,janissca,A5_Transactions,2022-2-21
604,janissca,A6_s21_memory,2021-1-20
605,janissca,A7_AlgorithmicTrading,2022-6-6
606,janissca,A8_DNA_Analyzer,2021-9-1
607,janissca,SQL2_Info21_v1.0,2022-3-15
608,janissca,SQL3_RetailAnalitycs_v1.0,2021-6-15
609,adinamar,C2_SimpleBashUtils,2021-5-13
610,adinamar,C3_s21_string+,2021-8-6
611,adinamar,C4_s21_math,2022-8-18
612,adinamar,C5_s21_decimal,2021-12-28
613,adinamar,C6_SmartCalc_v1.0,2022-2-19
614,adinamar,C7_s21_matrix,2022-10-19
615,adinamar,C8_3DVieweer_v1.0,2022-1-8
616,adinamar,DO1_Linux,2021-3-16
617,adinamar,DO2_LinuxNetwork,2022-9-14
618,adinamar,DO3_LinuxMonitoring_v1.0,2022-10-3
619,adinamar,DO5_SimpleDocker,2021-6-28
620,adinamar,DO4_LinuxMonitoring_v2.0,2021-10-20
621,adinamar,DO6_CICD,2021-7-13
622,adinamar,CPP1_s21_matrix+,2021-2-20
623,adinamar,CPP3_SmartCalc_v2.0,2022-4-6
624,adinamar,CPP2_s21_containers,2022-10-21
625,adinamar,CPP4_3DVieweer_v2.0,2021-11-7
626,adinamar,CPP7_MLP,2021-3-2
627,adinamar,CPP5_3DVieweer_v2.1,2022-3-6
628,adinamar,CPP6__3DVieweer_v2.2,2021-8-8
629,adinamar,CPP8_PhotoLab_v1.0,2021-1-24
630,adinamar,CPP9_MonitoringSystem,2022-1-24
631,adinamar,A1_Maze,2022-12-6
632,adinamar,A2_SimpleNavigator_v1.0,2022-6-17
633,adinamar,A3_Parallels,2022-7-1
634,adinamar,A4_Crypto,2022-4-22
635,adinamar,A5_Transactions,2022-10-23
636,adinamar,A6_s21_memory,2022-8-12
637,adinamar,A7_AlgorithmicTrading,2022-8-5
638,adinamar,A8_DNA_Analyzer,2021-11-9
639,adinamar,SQL2_Info21_v1.0,2021-3-19
640,adinamar,SQL3_RetailAnalitycs_v1.0,2021-4-7
641,symeonro,C2_SimpleBashUtils,2021-8-13
642,symeonro,C3_s21_string+,2022-5-14
643,symeonro,C4_s21_math,2022-3-21
644,symeonro,C5_s21_decimal,2022-9-28
645,symeonro,C6_SmartCalc_v1.0,2022-1-13
646,symeonro,C7_s21_matrix,2021-6-23
647,symeonro,C8_3DVieweer_v1.0,2022-4-5
648,symeonro,DO1_Linux,2021-1-28
649,symeonro,DO2_LinuxNetwork,2022-3-25
650,symeonro,DO3_LinuxMonitoring_v1.0,2022-7-8
651,symeonro,DO5_SimpleDocker,2021-2-8
652,symeonro,DO4_LinuxMonitoring_v2.0,2021-11-24
653,symeonro,DO6_CICD,2021-8-25
654,symeonro,CPP1_s21_matrix+,2022-4-3
655,symeonro,CPP3_SmartCalc_v2.0,2021-3-25
656,symeonro,CPP2_s21_containers,2021-7-16
657,symeonro,CPP4_3DVieweer_v2.0,2021-12-16
658,symeonro,CPP7_MLP,2021-11-12
659,symeonro,CPP5_3DVieweer_v2.1,2022-6-13
660,symeonro,CPP6__3DVieweer_v2.2,2022-2-17
661,symeonro,CPP8_PhotoLab_v1.0,2021-3-4
662,symeonro,CPP9_MonitoringSystem,2022-2-19
663,symeonro,A1_Maze,2021-9-23
664,symeonro,A2_SimpleNavigator_v1.0,2021-4-25
665,symeonro,A3_Parallels,2021-11-20
666,symeonro,A4_Crypto,2022-1-17
667,symeonro,A5_Transactions,2021-1-5
668,symeonro,A6_s21_memory,2021-1-24
669,symeonro,A7_AlgorithmicTrading,2021-12-21
670,symeonro,A8_DNA_Analyzer,2022-11-24
671,symeonro,SQL2_Info21_v1.0,2022-6-28
672,symeonro,SQL3_RetailAnalitycs_v1.0,2022-1-14
673,ronniele,C2_SimpleBashUtils,2022-9-24
674,ronniele,C3_s21_string+,2022-12-3
675,ronniele,C4_s21_math,2021-3-16
676,ronniele,C5_s21_decimal,2022-9-12
677,ronniele,C6_SmartCalc_v1.0,2021-11-19
678,ronniele,C7_s21_matrix,2022-12-8
679,ronniele,C8_3DVieweer_v1.0,2021-8-22
680,ronniele,DO1_Linux,2021-10-15
681,ronniele,DO2_LinuxNetwork,2021-8-17
682,ronniele,DO3_LinuxMonitoring_v1.0,2021-3-9
683,ronniele,DO5_SimpleDocker,2022-4-22
684,ronniele,DO4_LinuxMonitoring_v2.0,2021-9-21
685,ronniele,DO6_CICD,2021-1-13
686,ronniele,CPP1_s21_matrix+,2022-10-6
687,ronniele,CPP3_SmartCalc_v2.0,2022-10-27
688,ronniele,CPP2_s21_containers,2021-4-4
689,ronniele,CPP4_3DVieweer_v2.0,2021-12-13
690,ronniele,CPP7_MLP,2022-8-21
691,ronniele,CPP5_3DVieweer_v2.1,2022-11-6
692,ronniele,CPP6__3DVieweer_v2.2,2022-8-28
693,ronniele,CPP8_PhotoLab_v1.0,2021-11-17
694,ronniele,CPP9_MonitoringSystem,2021-2-25
695,ronniele,A1_Maze,2021-8-2
696,ronniele,A2_SimpleNavigator_v1.0,2022-7-23
697,ronniele,A3_Parallels,2021-4-21
698,ronniele,A4_Crypto,2022-2-27
699,ronniele,A5_Transactions,2021-8-14
700,ronniele,A6_s21_memory,2021-1-23
701,ronniele,A7_AlgorithmicTrading,2022-1-4
702,ronniele,A8_DNA_Analyzer,2021-11-5
703,ronniele,SQL2_Info21_v1.0,2022-10-3
704,ronniele,SQL3_RetailAnalitycs_v1.0,2022-9-28
705,hatchesn,C2_SimpleBashUtils,2021-7-2
706,hatchesn,C3_s21_string+,2022-1-25
707,hatchesn,C4_s21_math,2022-11-19
708,hatchesn,C5_s21_decimal,2022-10-9
709,hatchesn,C6_SmartCalc_v1.0,2022-12-15
710,hatchesn,C7_s21_matrix,2022-2-3
711,hatchesn,C8_3DVieweer_v1.0,2021-8-24
712,hatchesn,DO1_Linux,2021-9-4
713,hatchesn,DO2_LinuxNetwork,2022-5-25
714,hatchesn,DO3_LinuxMonitoring_v1.0,2022-7-4
715,hatchesn,DO5_SimpleDocker,2021-8-11
716,hatchesn,DO4_LinuxMonitoring_v2.0,2021-2-4
717,hatchesn,DO6_CICD,2021-10-21
718,hatchesn,CPP1_s21_matrix+,2022-9-3
719,hatchesn,CPP3_SmartCalc_v2.0,2021-2-19
720,hatchesn,CPP2_s21_containers,2022-3-22
721,hatchesn,CPP4_3DVieweer_v2.0,2021-9-9
722,hatchesn,CPP7_MLP,2021-3-28
723,hatchesn,CPP5_3DVieweer_v2.1,2021-8-7
724,hatchesn,CPP6__3DVieweer_v2.2,2022-2-20
725,hatchesn,CPP8_PhotoLab_v1.0,2021-7-28
726,hatchesn,CPP9_MonitoringSystem,2022-11-22
727,hatchesn,A1_Maze,2021-4-17
728,hatchesn,A2_SimpleNavigator_v1.0,2022-6-14
729,hatchesn,A3_Parallels,2021-10-19
730,hatchesn,A4_Crypto,2022-12-26
731,hatchesn,A5_Transactions,2022-4-7
732,hatchesn,A6_s21_memory,2021-9-14
733,hatchesn,A7_AlgorithmicTrading,2021-5-6
734,hatchesn,A8_DNA_Analyzer,2021-12-14
735,hatchesn,SQL2_Info21_v1.0,2022-12-14
736,hatchesn,SQL3_RetailAnalitycs_v1.0,2021-1-12
737,zasterte,C2_SimpleBashUtils,2021-11-4
738,zasterte,C3_s21_string+,2021-8-17
739,zasterte,C4_s21_math,2021-5-1
740,zasterte,C5_s21_decimal,2022-7-4
741,zasterte,C6_SmartCalc_v1.0,2021-5-21
742,zasterte,C7_s21_matrix,2022-12-9
743,zasterte,C8_3DVieweer_v1.0,2022-8-25
744,zasterte,DO1_Linux,2021-1-20
745,zasterte,DO2_LinuxNetwork,2022-3-21
746,zasterte,DO3_LinuxMonitoring_v1.0,2022-4-6
747,zasterte,DO5_SimpleDocker,2022-2-12
748,zasterte,DO4_LinuxMonitoring_v2.0,2022-7-3
749,zasterte,DO6_CICD,2022-1-8
750,zasterte,CPP1_s21_matrix+,2022-9-15
751,zasterte,CPP3_SmartCalc_v2.0,2021-3-2
752,zasterte,CPP2_s21_containers,2021-2-25
753,zasterte,CPP4_3DVieweer_v2.0,2022-11-2
754,zasterte,CPP7_MLP,2022-2-28
755,zasterte,CPP5_3DVieweer_v2.1,2021-3-21
756,zasterte,CPP6__3DVieweer_v2.2,2021-2-20
757,zasterte,CPP8_PhotoLab_v1.0,2022-2-9
758,zasterte,CPP9_MonitoringSystem,2022-5-7
759,zasterte,A1_Maze,2021-10-19
760,zasterte,A2_SimpleNavigator_v1.0,2021-2-2
761,zasterte,A3_Parallels,2022-2-15
762,zasterte,A4_Crypto,2022-8-18
763,zasterte,A5_Transactions,2022-11-6
764,zasterte,A6_s21_memory,2022-2-17
765,zasterte,A7_AlgorithmicTrading,2022-11-11
766,zasterte,A8_DNA_Analyzer,2022-6-27
767,zasterte,SQL2_Info21_v1.0,2021-7-5
768,zasterte,SQL3_RetailAnalitycs_v1.0,2022-2-14
769,malenaro,C2_SimpleBashUtils,2021-5-15
770,malenaro,C3_s21_string+,2022-3-18
771,malenaro,C4_s21_math,2022-6-10
772,malenaro,C5_s21_decimal,2021-4-28
773,malenaro,C6_SmartCalc_v1.0,2022-6-10
774,malenaro,C7_s21_matrix,2021-1-1
775,malenaro,C8_3DVieweer_v1.0,2022-1-21
776,malenaro,DO1_Linux,2022-1-16
777,malenaro,DO2_LinuxNetwork,2021-3-27
778,malenaro,DO3_LinuxMonitoring_v1.0,2022-3-12
779,malenaro,DO5_SimpleDocker,2021-9-10
780,malenaro,DO4_LinuxMonitoring_v2.0,2022-12-17
781,malenaro,DO6_CICD,2021-4-20
782,malenaro,CPP1_s21_matrix+,2022-3-28
783,malenaro,CPP3_SmartCalc_v2.0,2021-12-17
784,malenaro,CPP2_s21_containers,2022-11-25
785,malenaro,CPP4_3DVieweer_v2.0,2022-5-25
786,malenaro,CPP7_MLP,2021-8-8
787,malenaro,CPP5_3DVieweer_v2.1,2022-3-22
788,malenaro,CPP6__3DVieweer_v2.2,2021-7-16
789,malenaro,CPP8_PhotoLab_v1.0,2021-12-24
790,malenaro,CPP9_MonitoringSystem,2021-3-19
791,malenaro,A1_Maze,2021-11-12
792,malenaro,A2_SimpleNavigator_v1.0,2021-11-7
793,malenaro,A3_Parallels,2022-2-16
794,malenaro,A4_Crypto,2022-4-28
795,malenaro,A5_Transactions,2021-10-1
796,malenaro,A6_s21_memory,2022-3-11
797,malenaro,A7_AlgorithmicTrading,2021-5-26
798,malenaro,A8_DNA_Analyzer,2022-2-16
799,malenaro,SQL2_Info21_v1.0,2021-2-21
800,malenaro,SQL3_RetailAnalitycs_v1.0,2021-1-10
801,mortylar,C2_SimpleBashUtils,2022-4-14
802,mortylar,C3_s21_string+,2022-11-3
803,mortylar,C4_s21_math,2022-11-18
804,mortylar,C5_s21_decimal,2022-6-28
805,mortylar,C6_SmartCalc_v1.0,2021-5-25
806,mortylar,C7_s21_matrix,2022-4-19
807,mortylar,C8_3DVieweer_v1.0,2022-4-25
808,mortylar,DO1_Linux,2022-7-9
809,mortylar,DO2_LinuxNetwork,2021-3-18
810,mortylar,DO3_LinuxMonitoring_v1.0,2022-8-5
811,mortylar,DO5_SimpleDocker,2022-9-23
812,mortylar,DO4_LinuxMonitoring_v2.0,2022-8-7
813,mortylar,DO6_CICD,2022-7-13
814,mortylar,CPP1_s21_matrix+,2021-11-26
815,mortylar,CPP3_SmartCalc_v2.0,2021-3-25
816,mortylar,CPP2_s21_containers,2022-1-14
817,mortylar,CPP4_3DVieweer_v2.0,2022-4-24
818,mortylar,CPP7_MLP,2022-9-10
819,mortylar,CPP5_3DVieweer_v2.1,2022-9-19
820,mortylar,CPP6__3DVieweer_v2.2,2021-7-3
821,mortylar,CPP8_PhotoLab_v1.0,2021-3-3
822,mortylar,CPP9_MonitoringSystem,2021-11-23
823,mortylar,A1_Maze,2021-9-16
824,mortylar,A2_SimpleNavigator_v1.0,2022-10-7
825,mortylar,A3_Parallels,2021-8-15
826,mortylar,A4_Crypto,2022-6-10
827,mortylar,A5_Transactions,2022-4-23
828,mortylar,A6_s21_memory,2022-9-26
829,mortylar,A7_AlgorithmicTrading,2022-11-11
830,mortylar,A8_DNA_Analyzer,2021-2-7
831,mortylar,SQL2_Info21_v1.0,2022-5-23
832,mortylar,SQL3_RetailAnalitycs_v1.0,2021-9-15
833,Yuriy,C2_SimpleBashUtils,2022-10-20
834,Yuriy,C3_s21_string+,2021-11-14
835,Yuriy,C4_s21_math,2021-4-7
836,Yuriy,C5_s21_decimal,2022-6-7
837,Yuriy,C6_SmartCalc_v1.0,2022-9-2
838,Yuriy,C7_s21_matrix,2021-12-27
839,Yuriy,C8_3DVieweer_v1.0,2022-7-28
840,Yuriy,DO1_Linux,2022-1-22
841,Yuriy,DO2_LinuxNetwork,2021-10-18
842,Yuriy,DO3_LinuxMonitoring_v1.0,2022-2-12
843,Yuriy,DO5_SimpleDocker,2022-9-12
844,Yuriy,DO4_LinuxMonitoring_v2.0,2022-2-21
845,Yuriy,DO6_CICD,2022-3-11
846,Yuriy,CPP1_s21_matrix+,2021-8-13
847,Yuriy,CPP3_SmartCalc_v2.0,2021-1-15
848,Yuriy,CPP2_s21_containers,2021-11-9
849,Yuriy,CPP4_3DVieweer_v2.0,2022-5-25
850,Yuriy,CPP7_MLP,2021-3-3
851,Yuriy,CPP5_3DVieweer_v2.1,2021-1-5
852,Yuriy,CPP6__3DVieweer_v2.2,2022-7-21
853,Yuriy,CPP8_PhotoLab_v1.0,2022-11-8
854,Yuriy,CPP9_MonitoringSystem,2022-6-13
855,Yuriy,A1_Maze,2022-3-12
856,Yuriy,A2_SimpleNavigator_v1.0,2021-10-4
857,Yuriy,A3_Parallels,2021-9-15
858,Yuriy,A4_Crypto,2022-3-21
859,Yuriy,A5_Transactions,2022-1-25
860,Yuriy,A6_s21_memory,2021-1-14
861,Yuriy,A7_AlgorithmicTrading,2021-3-28
862,Yuriy,A8_DNA_Analyzer,2022-10-5
863,Yuriy,SQL2_Info21_v1.0,2022-1-12
864,Yuriy,SQL3_RetailAnalitycs_v1.0,2022-8-4
865,fbillye,C2_SimpleBashUtils,2022-1-25
866,fbillye,C3_s21_string+,2022-9-8
867,fbillye,C4_s21_math,2022-1-14
868,fbillye,C5_s21_decimal,2022-4-8
869,fbillye,C6_SmartCalc_v1.0,2022-4-15
870,fbillye,C7_s21_matrix,2021-12-13
871,fbillye,C8_3DVieweer_v1.0,2022-11-4
872,fbillye,DO1_Linux,2021-6-23
873,fbillye,DO2_LinuxNetwork,2022-11-26
874,fbillye,DO3_LinuxMonitoring_v1.0,2021-6-7
875,fbillye,DO5_SimpleDocker,2022-10-27
876,fbillye,DO4_LinuxMonitoring_v2.0,2022-6-4
877,fbillye,DO6_CICD,2021-4-5
878,fbillye,CPP1_s21_matrix+,2022-6-1
879,fbillye,CPP3_SmartCalc_v2.0,2021-6-1
880,fbillye,CPP2_s21_containers,2022-4-24
881,fbillye,CPP4_3DVieweer_v2.0,2021-4-27
882,fbillye,CPP7_MLP,2021-6-2
883,fbillye,CPP5_3DVieweer_v2.1,2021-7-17
884,fbillye,CPP6__3DVieweer_v2.2,2021-6-21
885,fbillye,CPP8_PhotoLab_v1.0,2021-9-17
886,fbillye,CPP9_MonitoringSystem,2022-3-10
887,fbillye,A1_Maze,2021-7-18
888,fbillye,A2_SimpleNavigator_v1.0,2021-11-11
889,fbillye,A3_Parallels,2021-8-11
890,fbillye,A4_Crypto,2021-6-8
891,fbillye,A5_Transactions,2021-5-26
892,fbillye,A6_s21_memory,2022-4-26
893,fbillye,A7_AlgorithmicTrading,2022-11-20
894,fbillye,A8_DNA_Analyzer,2022-3-12
895,fbillye,SQL2_Info21_v1.0,2021-2-27
896,fbillye,SQL3_RetailAnalitycs_v1.0,2022-4-9
897,telvina,C2_SimpleBashUtils,2021-3-27
898,telvina,C3_s21_string+,2021-1-23
899,telvina,C4_s21_math,2021-6-25
900,telvina,C5_s21_decimal,2021-5-22
901,telvina,C6_SmartCalc_v1.0,2021-11-17
902,telvina,C7_s21_matrix,2022-12-25
903,telvina,C8_3DVieweer_v1.0,2022-5-17
904,telvina,DO1_Linux,2021-7-12
905,telvina,DO2_LinuxNetwork,2022-2-21
906,telvina,DO3_LinuxMonitoring_v1.0,2022-5-20
907,telvina,DO5_SimpleDocker,2022-6-19
908,telvina,DO4_LinuxMonitoring_v2.0,2021-10-7
909,telvina,DO6_CICD,2022-5-2
910,telvina,CPP1_s21_matrix+,2021-9-12
911,telvina,CPP3_SmartCalc_v2.0,2021-9-19
912,telvina,CPP2_s21_containers,2021-10-3
913,telvina,CPP4_3DVieweer_v2.0,2021-2-28
914,telvina,CPP7_MLP,2021-5-9
915,telvina,CPP5_3DVieweer_v2.1,2022-11-24
916,telvina,CPP6__3DVieweer_v2.2,2022-6-28
917,telvina,CPP8_PhotoLab_v1.0,2021-8-9
918,telvina,CPP9_MonitoringSystem,2021-4-12
919,telvina,A1_Maze,2022-7-17
920,telvina,A2_SimpleNavigator_v1.0,2022-9-4
921,telvina,A3_Parallels,2022-9-15
922,telvina,A4_Crypto,2021-5-14
923,telvina,A5_Transactions,2022-8-23
924,telvina,A6_s21_memory,2021-10-20
925,telvina,A7_AlgorithmicTrading,2022-6-1
926,telvina,A8_DNA_Analyzer,2021-4-27
927,telvina,SQL2_Info21_v1.0,2022-2-15
928,telvina,SQL3_RetailAnalitycs_v1.0,2022-5-21
929,chiquita,C2_SimpleBashUtils,2021-1-6
930,chiquita,C3_s21_string+,2022-8-22
931,chiquita,C4_s21_math,2021-6-24
932,chiquita,C5_s21_decimal,2021-2-14
933,chiquita,C6_SmartCalc_v1.0,2022-8-21
934,chiquita,C7_s21_matrix,2021-3-23
935,chiquita,C8_3DVieweer_v1.0,2021-8-1
936,chiquita,DO1_Linux,2021-8-28
937,chiquita,DO2_LinuxNetwork,2022-1-27
938,chiquita,DO3_LinuxMonitoring_v1.0,2022-10-8
939,chiquita,DO5_SimpleDocker,2021-11-11
940,chiquita,DO4_LinuxMonitoring_v2.0,2022-7-15
941,chiquita,DO6_CICD,2021-6-21
942,chiquita,CPP1_s21_matrix+,2021-1-6
943,chiquita,CPP3_SmartCalc_v2.0,2021-10-15
944,chiquita,CPP2_s21_containers,2021-6-26
945,chiquita,CPP4_3DVieweer_v2.0,2022-7-3
946,chiquita,CPP7_MLP,2021-8-25
947,chiquita,CPP5_3DVieweer_v2.1,2022-6-21
948,chiquita,CPP6__3DVieweer_v2.2,2021-8-2
949,chiquita,CPP8_PhotoLab_v1.0,2021-2-25
950,chiquita,CPP9_MonitoringSystem,2022-8-8
951,chiquita,A1_Maze,2022-6-4
952,chiquita,A2_SimpleNavigator_v1.0,2022-5-24
953,chiquita,A3_Parallels,2021-11-17
954,chiquita,A4_Crypto,2022-3-4
955,chiquita,A5_Transactions,2021-12-18
956,chiquita,A6_s21_memory,2021-5-1
957,chiquita,A7_AlgorithmicTrading,2021-8-12
958,chiquita,A8_DNA_Analyzer,2021-12-20
959,chiquita,SQL2_Info21_v1.0,2021-9-17
960,chiquita,SQL3_RetailAnalitycs_v1.0,2021-1-4
961,mitzifra,C2_SimpleBashUtils,2022-1-22
962,mitzifra,C3_s21_string+,2021-7-21
963,mitzifra,C4_s21_math,2021-9-26
964,mitzifra,C5_s21_decimal,2021-7-7
965,mitzifra,C6_SmartCalc_v1.0,2021-6-19
966,mitzifra,C7_s21_matrix,2021-12-24
967,mitzifra,C8_3DVieweer_v1.0,2021-6-6
968,mitzifra,DO1_Linux,2021-10-20
969,mitzifra,DO2_LinuxNetwork,2022-8-22
970,mitzifra,DO3_LinuxMonitoring_v1.0,2021-7-2
971,mitzifra,DO5_SimpleDocker,2022-9-8
972,mitzifra,DO4_LinuxMonitoring_v2.0,2022-6-26
973,mitzifra,DO6_CICD,2021-7-23
974,mitzifra,CPP1_s21_matrix+,2021-12-14
975,mitzifra,CPP3_SmartCalc_v2.0,2021-3-13
976,mitzifra,CPP2_s21_containers,2022-12-20
977,mitzifra,CPP4_3DVieweer_v2.0,2021-2-8
978,mitzifra,CPP7_MLP,2022-7-21
979,mitzifra,CPP5_3DVieweer_v2.1,2021-2-21
980,mitzifra,CPP6__3DVieweer_v2.2,2022-2-10
981,mitzifra,CPP8_PhotoLab_v1.0,2021-1-27
982,mitzifra,CPP9_MonitoringSystem,2022-2-28
983,mitzifra,A1_Maze,2021-3-3
984,mitzifra,A2_SimpleNavigator_v1.0,2022-10-12
985,mitzifra,A3_Parallels,2021-9-1
986,mitzifra,A4_Crypto,2021-8-22
987,mitzifra,A5_Transactions,2021-4-7
988,mitzifra,A6_s21_memory,2021-10-6
989,mitzifra,A7_AlgorithmicTrading,2021-3-25
990,mitzifra,A8_DNA_Analyzer,2021-10-22
991,mitzifra,SQL2_Info21_v1.0,2022-12-26
992,mitzifra,SQL3_RetailAnalitycs_v1.0,2021-12-1
993,torell,C2_SimpleBashUtils,2022-5-12
994,torell,C3_s21_string+,2021-2-1
995,torell,C4_s21_math,2021-12-7
996,torell,C5_s21_decimal,2022-1-1
997,torell,C6_SmartCalc_v1.0,2021-2-28
998,torell,C7_s21_matrix,2021-6-13
999,torell,C8_3DVieweer_v1.0,2022-9-6
1000,torell,DO1_Linux,2022-1-17
1001,torell,DO2_LinuxNetwork,2021-7-25
1002,torell,DO3_LinuxMonitoring_v1.0,2021-11-23
1003,torell,DO5_SimpleDocker,2022-4-28
1004,torell,DO4_LinuxMonitoring_v2.0,2022-7-24
1005,torell,DO6_CICD,2021-5-7
1006,torell,CPP1_s21_matrix+,2021-2-26
1007,torell,CPP3_SmartCalc_v2.0,2021-1-26
1008,torell,CPP2_s21_containers,2021-10-7
1009,torell,CPP4_3DVieweer_v2.0,2021-12-6
1010,torell,CPP7_MLP,2022-8-9
1011,torell,CPP5_3DVieweer_v2.1,2021-6-17
1012,torell,CPP6__3DVieweer_v2.2,2021-12-3
1013,torell,CPP8_PhotoLab_v1.0,2022-4-1
1014,torell,CPP9_MonitoringSystem,2022-1-22
1015,torell,A1_Maze,2021-7-8
1016,torell,A2_SimpleNavigator_v1.0,2022-10-8
1017,torell,A3_Parallels,2022-9-8
1018,torell,A4_Crypto,2021-1-12
1019,torell,A5_Transactions,2022-11-11
1020,torell,A6_s21_memory,2021-12-7
1021,torell,A7_AlgorithmicTrading,2022-8-7
1022,torell,A8_DNA_Analyzer,2022-8-9
1023,torell,SQL2_Info21_v1.0,2021-1-28
1024,torell,SQL3_RetailAnalitycs_v1.0,2021-6-7
1025,vanesabo,C2_SimpleBashUtils,2021-12-11
1026,vanesabo,C3_s21_string+,2021-5-6
1027,vanesabo,C4_s21_math,2021-4-22
1028,vanesabo,C5_s21_decimal,2021-4-8
1029,vanesabo,C6_SmartCalc_v1.0,2021-9-12
1030,vanesabo,C7_s21_matrix,2021-2-21
1031,vanesabo,C8_3DVieweer_v1.0,2022-8-17
1032,vanesabo,DO1_Linux,2021-11-6
1033,vanesabo,DO2_LinuxNetwork,2022-11-26
1034,vanesabo,DO3_LinuxMonitoring_v1.0,2021-12-20
1035,vanesabo,DO5_SimpleDocker,2022-4-2
1036,vanesabo,DO4_LinuxMonitoring_v2.0,2021-9-3
1037,vanesabo,DO6_CICD,2022-7-9
1038,vanesabo,CPP1_s21_matrix+,2022-1-2
1039,vanesabo,CPP3_SmartCalc_v2.0,2022-5-28
