id,peer1,peer2,pointsamount
979,synthiat,mitzifra,64
980,hcarolee,mitzifra,64
981,elidacon,mitzifra,64
982,Bulenko,mitzifra,64
983,hcarolee,mitzifra,64
984,sperses,mitzifra,64
985,galionme,mitzifra,64
986,dionecar,mitzifra,64
987,princess,mitzifra,64
988,jdoomfis,mitzifra,64
989,supertha,mitzifra,64
990,maryanna,mitzifra,64
991,kathyhan,mitzifra,64
992,maryanna,torell,64
993,ronniele,torell,64
994,galionme,torell,64
995,dionecar,torell,64
996,ronniele,torell,64
997,ebonicra,torell,64
998,erikurfo,torell,64
999,butterps,torell,64
1000,sensordo,torell,64
1001,dhammer,torell,64
1002,necromat,torell,64
1003,ebonicra,torell,64
1004,santagam,torell,64
1005,bernarda,torell,64
1006,rorgeelp,torell,64
1007,roddstat,torell,64
1008,waltlate,torell,64
1009,cindycan,torell,64
1010,audiecle,torell,64
1011,hsensor,torell,64
1012,alishian,torell,64
1013,llynelle,torell,64
1014,ninetale,torell,64
1015,withersh,torell,64
1016,genesiss,torell,64
1017,dhammer,torell,64
1018,gwakame,torell,64
1019,maliqdot,torell,64
1020,hspeaker,torell,64
1021,jeanenea,torell,64
1022,sgoldenf,torell,64
1023,cresswec,torell,64
1024,judgejal,vanesabo,64
1025,loriross,vanesabo,64
1026,tprobius,vanesabo,64
1027,cindycan,vanesabo,64
1028,doriangr,vanesabo,64
1029,karleenk,vanesabo,64
1030,noisejaq,vanesabo,64
1031,golemtam,vanesabo,64
1032,bernarda,vanesabo,64
1033,hatchesn,vanesabo,64
1034,utherydg,vanesabo,64
1035,ronniele,vanesabo,64
1036,adrienne,vanesabo,64
1037,englishk,vanesabo,64
1038,xerminia,vanesabo,64
1039,galionme,vanesabo,64
1040,julietah,vanesabo,64
1041,scrimgeo,vanesabo,64
1042,torell,vanesabo,64
1043,noisejaq,vanesabo,64
1044,mzoraida,vanesabo,64
1045,estaedmo,vanesabo,64
1046,harrietb,vanesabo,64
1047,hsensor,vanesabo,64
1048,ajhin,vanesabo,64
1049,macygabr,vanesabo,64
1050,mavissig,vanesabo,64
1051,coratant,vanesabo,64
1052,karnaksp,vanesabo,64
1053,jenegabr,vanesabo,64
1054,jesusalo,vanesabo,64
1055,kleinerb,vanesabo,64
1056,rosmertt,abbeyrus,64
1057,rosmertt,abbeyrus,64
1058,wmicha,abbeyrus,64
1059,limesbra,abbeyrus,64
1060,hamishcl,abbeyrus,64
1061,mollosev,abbeyrus,64
1062,clemenha,abbeyrus,64
1063,ccassell,abbeyrus,64
1064,tinydook,abbeyrus,64
1065,karnaksp,abbeyrus,64
1066,wallacei,abbeyrus,64
1067,dotharer,abbeyrus,64
1068,englishk,abbeyrus,64
1069,takemiym,abbeyrus,64
1070,gemmaeme,abbeyrus,64
1071,gojirift,abbeyrus,64
1072,rosmertt,abbeyrus,64
1073,adrienne,abbeyrus,64
1074,alienchu,abbeyrus,64
1075,galionme,abbeyrus,64
1076,molliekh,abbeyrus,64
1077,withersh,abbeyrus,64
1078,bullroag,abbeyrus,64
1079,yukojuan,abbeyrus,64
1080,vanesabo,abbeyrus,64
1081,roggosce,abbeyrus,64
1082,alishian,abbeyrus,64
1083,molliekh,abbeyrus,64
1084,sandorme,abbeyrus,64
1085,roggosce,abbeyrus,64
1086,stewartn,abbeyrus,64
1087,sensordo,abbeyrus,64
1088,roscoesu,rorgeelp,64
1089,telvina,rorgeelp,64
1090,hcarolee,rorgeelp,64
1091,myeshask,rorgeelp,64
1092,karleenk,rorgeelp,64
1093,adinamar,rorgeelp,64
1094,nwiley,rorgeelp,64
1095,ternesim,rorgeelp,64
1096,aemmafre,rorgeelp,64
1097,nollarey,rorgeelp,64
1098,sperses,rorgeelp,64
1099,flashern,rorgeelp,64
1100,cayennew,rorgeelp,64
1101,santagam,rorgeelp,64
1102,roscoesu,rorgeelp,64
1103,kerenhor,rorgeelp,64
1104,kwukong,rorgeelp,64
1105,mistidem,rorgeelp,64
1106,gojirift,rorgeelp,64
1107,waltlate,rorgeelp,64
1108,aethando,rorgeelp,64
1109,barbiesa,rorgeelp,64
1110,gtoraq,rorgeelp,64
1111,supertha,rorgeelp,64
1112,seftonca,rorgeelp,64
1113,morrigen,rorgeelp,64
1114,cgreenbe,rorgeelp,64
1115,sperses,rorgeelp,64
1116,hjerilyn,rorgeelp,64
1117,torell,rorgeelp,64
1118,rosieamb,rorgeelp,64
1119,yolandep,rorgeelp,64
1120,irobin,rinkodaw,64
1121,ninetale,rinkodaw,64
1122,karnaksp,rinkodaw,64
1123,rdontos,rinkodaw,64
1124,e.bogachuk,rinkodaw,64
1125,adough,rinkodaw,64
1126,neugene,rinkodaw,64
1127,bromanyt,rinkodaw,64
1128,Andrew,rinkodaw,64
1129,roggosce,rinkodaw,64
1130,akiraren,rinkodaw,64
1131,cresswec,rinkodaw,64
1132,jenegabr,rinkodaw,64
1133,sommerha,rinkodaw,64
1134,bainesme,rinkodaw,64
1135,mistidem,rinkodaw,64
1136,hhullen,rinkodaw,64
1137,hamishcl,rinkodaw,64
1138,hhullen,rinkodaw,64
1139,loriross,rinkodaw,64
1140,mbulwer,rinkodaw,64
1141,malenaro,rinkodaw,64
1142,barbiesa,rinkodaw,64
1143,princess,rinkodaw,64
1144,androwba,rinkodaw,64
1145,corrietr,rinkodaw,64
1146,knikia,rinkodaw,64
1147,jeanenea,rinkodaw,64
1148,hhullen,rinkodaw,64
1149,mortylar,rinkodaw,64
1150,sgoldenf,rinkodaw,64
1151,supertha,rinkodaw,64
1152,androwba,adough,64
1153,gojirift,adough,64
1154,aethando,adough,64
1155,princess,adough,64
1156,kerenhor,adough,64
1157,judgejal,adough,64
1158,mortylar,adough,64
1159,myrlemal,adough,64
1160,elidacon,adough,64
1161,judgejal,adough,64
1162,cmerlyn,adough,64
1163,cornmeal,adough,64
1164,Yuriy,adough,64
1165,salenasa,adough,64
1166,jivern,adough,64
1167,tinydook,adough,64
1168,rorgeelp,adough,64
1169,umfredir,adough,64
1170,ccassell,adough,64
1171,gwakame,adough,64
1172,drahardo,adough,64
1173,sperses,adough,64
1174,kleinerb,adough,64
1175,paulinac,adough,64
1176,barnards,adough,64
1177,rdontos,adough,64
1178,ninetale,adough,64
1179,genesiss,adough,64
1180,hanalesh,adough,64
1181,ronniele,adough,64
1182,paulinac,adough,64
1183,symeonro,adough,64
1184,camumu,ebonicra,64
1185,corrietr,ebonicra,64
1186,akiraren,ebonicra,64
1187,chmackey,ebonicra,64
1188,hlowell,ebonicra,64
1189,limesbra,ebonicra,64
1190,capacitg,ebonicra,64
1191,salenasa,ebonicra,64
1192,roddstat,ebonicra,64
1193,seftonca,ebonicra,64
1194,fbillye,ebonicra,64
1195,marquita,ebonicra,64
1196,sshunpik,ebonicra,64
1197,myrlemal,ebonicra,64
1198,rleonard,ebonicra,64
1199,ghumbleb,ebonicra,64
1200,waresher,ebonicra,64
1201,lavender,ebonicra,64
1202,tandrasc,ebonicra,64
1203,bernarda,ebonicra,64
1204,hjerilyn,ebonicra,64
1205,alienchu,ebonicra,64
1206,nicolsha,ebonicra,64
1207,guitarso,ebonicra,64
1208,nwiley,ebonicra,64
1209,gojirift,ebonicra,64
1210,sensordo,ebonicra,64
1211,starfigd,ebonicra,64
1212,jivern,ebonicra,64
1213,aedie,ebonicra,64
1214,Bulenko,ebonicra,64
1215,ronniele,ebonicra,64
1216,cmerlyn,drahardo,64
1217,myeshask,drahardo,64
1218,seftonca,drahardo,64
1219,erikursi,drahardo,64
1220,jeanenea,drahardo,64
1221,synthiat,drahardo,64
1222,carllane,drahardo,64
1223,maryanna,drahardo,64
1224,mauricio,drahardo,64
1225,tandrasc,drahardo,64
1226,maryanna,drahardo,64
1227,mordnore,drahardo,64
1228,emelinel,drahardo,64
1229,utherydg,drahardo,64
1230,mortylar,drahardo,64
1231,tortilla,drahardo,64
1232,Andrew,drahardo,64
1233,romildab,drahardo,64
1234,kleinerb,drahardo,64
1235,horacene,drahardo,64
1236,maryanna,drahardo,64
1237,angelena,drahardo,64
1238,hlowell,drahardo,64
1239,sensordo,drahardo,64
1240,kaleighh,drahardo,64
1241,sfleta,drahardo,64
1242,hcarolee,drahardo,64
1243,capacitg,drahardo,64
1244,ternesim,drahardo,64
1245,audiedet,drahardo,64
1246,umfredra,drahardo,64
1247,ninetale,drahardo,64
1248,adrienne,cgreenbe,64
1249,kerenhor,cgreenbe,64
1250,hanalesh,cgreenbe,64
1251,jenegabr,cgreenbe,64
1252,Bulenko,cgreenbe,64
1253,androwba,cgreenbe,64
1254,kerenhor,cgreenbe,64
1255,elidacon,cgreenbe,64
1256,daniawen,cgreenbe,64
1257,bromanyt,cgreenbe,64
1258,yukojuan,cgreenbe,64
1259,coriande,cgreenbe,64
1260,umfredra,cgreenbe,64
1261,hlowell,cgreenbe,64
1262,vluann,cgreenbe,64
1263,jdoomfis,cgreenbe,64
1264,desirelo,cgreenbe,64
1265,adinamar,cgreenbe,64
1266,macygabr,cgreenbe,64
1267,accordij,cgreenbe,64
1268,mortylar,cgreenbe,64
1269,hatchesn,cgreenbe,64
1270,cathleeb,cgreenbe,64
1271,ronniele,cgreenbe,64
1272,llynelle,cgreenbe,64
1273,kleinerb,cgreenbe,64
1274,jenegabr,cgreenbe,64
1275,akiraren,cgreenbe,64
1276,hatchesn,cgreenbe,64
1277,ebonicra,cgreenbe,64
1278,maliqdot,cgreenbe,64
1279,tortilla,cgreenbe,64
1280,millykir,duurmopa,64
1281,symeonro,duurmopa,64
1282,maliqdot,duurmopa,64
1283,norridge,duurmopa,64
1284,capacitg,duurmopa,64
1285,gemmaeme,duurmopa,64
1286,rleonard,duurmopa,64
1287,tinydook,duurmopa,64
1288,ronniele,duurmopa,64
1289,gemmaeme,duurmopa,64
1290,dogletho,duurmopa,64
1291,kathyhan,duurmopa,64
1292,knikia,duurmopa,64
1293,werewolf,duurmopa,64
1294,kerenhor,duurmopa,64
1295,ccassell,duurmopa,64
1296,flashern,duurmopa,64
1297,cresswec,duurmopa,64
1298,shenmurr,duurmopa,64
1299,twilber,duurmopa,64
1300,luanarau,duurmopa,64
1301,audiedet,duurmopa,64
1302,dogletho,duurmopa,64
1303,horacene,duurmopa,64
1304,adinamar,duurmopa,64
1305,littleca,duurmopa,64
1306,princess,duurmopa,64
1307,cathleeb,duurmopa,64
1308,professo,duurmopa,64
1309,necromat,duurmopa,64
1310,butterps,duurmopa,64
1311,macygabr,duurmopa,64
1312,daniawen,sandorme,64
1313,rosieamb,sandorme,64
1314,mistidem,sandorme,64
1315,tprobius,sandorme,64
1316,knikia,sandorme,64
1317,binnshag,sandorme,64
1318,camumu,sandorme,64
1319,rosmertt,sandorme,64
1320,hamishcl,sandorme,64
1321,loarlyne,sandorme,64
1322,duurmopa,sandorme,64
1323,marquita,sandorme,64
1324,tinydook,sandorme,64
1325,androwba,sandorme,64
1326,akiraren,sandorme,64
1327,gwakame,sandorme,64
1328,romildab,sandorme,64
1329,richesea,sandorme,64
1330,maliqdot,sandorme,64
1331,richesea,sandorme,64
1332,butterps,sandorme,64
1333,coratant,sandorme,64
1334,mollosev,sandorme,64
1335,perrosde,sandorme,64
1336,santagam,sandorme,64
1337,daniawen,sandorme,64
1338,mzoraida,sandorme,64
1339,angelena,sandorme,64
1340,dotharer,sandorme,64
1341,waresher,sandorme,64
1342,Bulenko,sandorme,64
1343,santagam,sandorme,64
1344,Yuriy,norridge,64
1345,mzoraida,norridge,64
1346,cindycan,norridge,64
1347,englishk,norridge,64
1348,tprobius,norridge,64
1349,vanesabo,norridge,64
1350,ghumbleb,norridge,64
1351,waltlate,norridge,64
1352,willylyd,norridge,64
1353,toffeeco,norridge,64
1354,estaedmo,norridge,64
1355,rosieamb,norridge,64
1356,hsensor,norridge,64
1357,xerminia,norridge,64
1358,mzoraida,norridge,64
1359,genesiss,norridge,64
1360,hlowell,norridge,64
1361,roddstat,norridge,64
1362,iseadra,norridge,64
1363,richesea,norridge,64
1364,rleonard,norridge,64
1365,ghumbleb,norridge,64
1366,bernarda,norridge,64
1367,twilber,norridge,64
1368,e.bogachuk,norridge,64
1369,morrigen,norridge,64
1370,alienchu,norridge,64
1371,symeonro,norridge,64
1372,adinamar,norridge,64
1373,mzoraida,norridge,64
1374,santagam,norridge,64
1375,rorgeelp,norridge,64
1376,golemtam,englishk,64
1377,xerminia,englishk,64
1378,mitzifra,englishk,64
1379,coratant,englishk,64
1380,iseadra,englishk,64
1381,coriande,englishk,64
1382,maliqdot,englishk,64
1383,vanesabo,englishk,64
1384,roggosce,englishk,64
1385,aethando,englishk,64
1386,dtammie,englishk,64
1387,xerminia,englishk,64
1388,binnshag,englishk,64
1389,loarlyne,englishk,64
1390,loriross,englishk,64
1391,rinkodaw,englishk,64
1392,willylyd,englishk,64
1393,nollarey,englishk,64
1394,karnaksp,englishk,64
1395,neugene,englishk,64
1396,loriross,englishk,64
1397,harmluci,englishk,64
1398,ghumbleb,englishk,64
1399,kaleighh,englishk,64
1400,carllane,englishk,64
1401,dogletho,englishk,64
1402,pallaaxe,englishk,64
1403,sharkjos,englishk,64
1404,llynelle,englishk,64
1405,coriande,englishk,64
1406,jorgedom,englishk,64
1407,e.bogachuk,englishk,64
1408,knikia,dogletho,64
1409,neugene,dogletho,64
1410,Bulenko,dogletho,64
1411,nwiley,dogletho,64
1412,adinamar,dogletho,64
1413,takemiym,dogletho,64
1414,sgoldenf,dogletho,64
1415,gylbertk,dogletho,64
1416,golemtam,dogletho,64
1417,hanalesh,dogletho,64
1418,littleca,dogletho,64
1419,windhelg,dogletho,64
1420,lavender,dogletho,64
1421,pallaaxe,dogletho,64
1422,santagam,dogletho,64
1423,sandorme,dogletho,64
1424,alienchu,dogletho,64
1425,dotharer,dogletho,64
1426,sfleta,dogletho,64
1427,cshara,dogletho,64
1428,butterps,dogletho,64
1429,santagam,dogletho,64
1430,jorgedom,dogletho,64
1431,kathyhan,dogletho,64
1432,windhelg,dogletho,64
1433,supertha,dogletho,64
1434,llynelle,dogletho,64
1435,nwiley,dogletho,64
1436,cathleeb,dogletho,64
1437,supertha,dogletho,64
1438,bernarda,dogletho,64
1439,norridge,dogletho,64
1440,sperses,limesbra,64
1441,slyviada,limesbra,64
1442,hamishcl,limesbra,64
1443,mortylar,limesbra,64
1444,englishk,limesbra,64
1445,werewolf,limesbra,64
1446,neldaqui,limesbra,64
1447,dionecar,limesbra,64
1448,dionecar,limesbra,64
1449,chmackey,limesbra,64
1450,pallaaxe,limesbra,64
1451,tinydook,limesbra,64
1452,necromat,limesbra,64
1453,cnathali,limesbra,64
1454,loarlyne,limesbra,64
1455,machrist,limesbra,64
1456,capacitg,limesbra,64
1457,cnathali,limesbra,64
1458,xerminia,limesbra,64
1459,rorgeelp,limesbra,64
1460,capacitg,limesbra,64
1461,sshunpik,limesbra,64
1462,lsloey,limesbra,64
1463,rammuseu,limesbra,64
1464,emelinel,limesbra,64
1465,littleca,limesbra,64
1466,e.bogachuk,limesbra,64
1467,kaleighh,limesbra,64
1468,coratant,limesbra,64
1469,bullroag,limesbra,64
1470,cgreenbe,limesbra,64
1471,ccassell,limesbra,64
1472,minellaa,sunnitif,64
1473,jgerrick,sunnitif,64
1474,mashagwi,sunnitif,64
1475,mzoraida,sunnitif,64
1476,perrosde,sunnitif,64
1477,iseadra,sunnitif,64
1478,butterps,sunnitif,64
1479,tandrasc,sunnitif,64
1480,ebonicra,sunnitif,64
1481,biodiese,sunnitif,64
1482,harrietb,sunnitif,64
1483,bernarda,sunnitif,64
1484,vanesabo,sunnitif,64
1485,cresswec,sunnitif,64
1486,ronniele,sunnitif,64
1487,mordnore,sunnitif,64
1488,stewartn,sunnitif,64
1489,emelinel,sunnitif,64
1490,clemenha,sunnitif,64
1491,tortilla,sunnitif,64
1492,adough,sunnitif,64
1493,binnshag,sunnitif,64
1494,loarlyne,sunnitif,64
1495,toffeeco,sunnitif,64
1496,englishk,sunnitif,64
1497,estaedmo,sunnitif,64
1498,neldaqui,sunnitif,64
1499,cmerlyn,sunnitif,64
1500,starfigd,sunnitif,64
1501,kwukong,sunnitif,64
1502,akiraren,sunnitif,64
1503,barbiesa,sunnitif,64
1504,angelena,tblitzcr,64
1505,noisejaq,tblitzcr,64
1506,jgerrick,tblitzcr,64
1507,norridge,tblitzcr,64
1508,neldaqui,tblitzcr,64
1509,angelena,tblitzcr,64
1510,umfredir,tblitzcr,64
1511,sshunpik,tblitzcr,64
1512,demogorg,tblitzcr,64
1513,chmackey,tblitzcr,64
1514,morrigen,tblitzcr,64
1515,utherydg,tblitzcr,64
1516,androwba,tblitzcr,64
1517,jivern,tblitzcr,64
1518,binnshag,tblitzcr,64
1519,doriangr,tblitzcr,64
1520,myrlemal,tblitzcr,64
1521,machrist,tblitzcr,64
1522,sgoldenf,tblitzcr,64
1523,karnaksp,tblitzcr,64
1524,dotharer,tblitzcr,64
1525,drahardo,tblitzcr,64
1526,cmerlyn,tblitzcr,64
1527,mitzifra,tblitzcr,64
1528,scrimgeo,tblitzcr,64
1529,bainesme,tblitzcr,64
1530,lavender,tblitzcr,64
1531,hspeaker,tblitzcr,64
1532,hamishcl,tblitzcr,64
1533,hspeaker,tblitzcr,64
1534,coriande,tblitzcr,64
1535,necromat,tblitzcr,64
1536,paulinac,umfredir,64
1537,hcarolee,umfredir,64
1538,willylyd,umfredir,64
1539,tandrasc,umfredir,64
1540,horacene,umfredir,64
1541,hjerilyn,umfredir,64
1542,boostery,umfredir,64
1543,limesbra,umfredir,64
1544,tandrasc,umfredir,64
1545,dotharer,umfredir,64
1546,yukojuan,umfredir,64
1547,aethando,umfredir,64
1548,coriande,umfredir,64
1549,fbillye,umfredir,64
1550,loarlyne,umfredir,64
1551,sharkjos,umfredir,64
1552,takemiym,umfredir,64
1553,lavender,umfredir,64
1554,hazelnut,umfredir,64
1555,hcarolee,umfredir,64
1556,dionecar,umfredir,64
1557,Bulenko,umfredir,64
1558,demogorg,umfredir,64
1559,barnards,umfredir,64
1560,dhammer,umfredir,64
1561,luanarau,umfredir,64
1562,tandrasc,umfredir,64
1563,hlowell,umfredir,64
1564,sfleta,umfredir,64
1565,cornmeal,umfredir,64
1566,bernarda,umfredir,64
1567,sshunpik,umfredir,64
1568,telvina,meghanki,64
1569,harrietb,meghanki,64
1570,jenegabr,meghanki,64
1571,machrist,meghanki,64
1572,werewolf,meghanki,64
1573,mitzifra,meghanki,64
1574,audiecle,meghanki,64
1575,tinydook,meghanki,64
1576,machrist,meghanki,64
1577,accordij,meghanki,64
1578,ajhin,meghanki,64
1579,santagam,meghanki,64
1580,norridge,meghanki,64
1581,willylyd,meghanki,64
1582,kcresswe,meghanki,64
1583,jeanenea,meghanki,64
1584,rdontos,meghanki,64
1585,richesea,meghanki,64
1586,coriande,meghanki,64
1587,yukojuan,meghanki,64
1588,nollarey,meghanki,64
1589,gwakame,meghanki,64
1590,ccassell,meghanki,64
1591,guitarso,meghanki,64
1592,pallaaxe,meghanki,64
1593,staunton,meghanki,64
1594,carllane,meghanki,64
1595,golemtam,meghanki,64
1596,richesea,meghanki,64
1597,karnaksp,meghanki,64
1598,sperses,meghanki,64
1599,roddstat,meghanki,64
1600,e.bogachuk,knikia,64
1601,starfigd,knikia,64
1602,karnaksp,knikia,64
1603,mollosev,knikia,64
1604,demogorg,knikia,64
1605,judgejal,knikia,64
1606,flashern,knikia,64
1607,tinydook,knikia,64
1608,nwiley,knikia,64
1609,tinydook,knikia,64
1610,princess,knikia,64
1611,nollarey,knikia,64
1612,romildab,knikia,64
1613,audiedet,knikia,64
1614,hlowell,knikia,64
1615,noisejaq,knikia,64
1616,sensordo,knikia,64
1617,malenaro,knikia,64
1618,estaedmo,knikia,64
1619,ternesim,knikia,64
1620,englishk,knikia,64
1621,angelena,knikia,64
1622,molliekh,knikia,64
1623,zoraidab,knikia,64
1624,sherlynt,knikia,64
1625,desirelo,knikia,64
1626,erikursi,knikia,64
1627,richesea,knikia,64
1628,chiquita,knikia,64
1629,jeanenea,knikia,64
1630,hlowell,knikia,64
1631,mavissig,knikia,64
1632,marquita,jivern,64
1633,richesea,jivern,64
1634,Bulenko,jivern,64
1635,mbulwer,jivern,64
1636,noisejaq,jivern,64
1637,guitarso,jivern,64
1638,e.bogachuk,jivern,64
1639,androwba,jivern,64
1640,neugene,jivern,64
1641,noisejaq,jivern,64
1642,gojirift,jivern,64
1643,estaedmo,jivern,64
1644,morrigen,jivern,64
1645,gehnbrig,jivern,64
1646,cathleeb,jivern,64
1647,tinydook,jivern,64
1648,nicolsha,jivern,64
1649,professo,jivern,64
1650,demogorg,jivern,64
1651,kleinerb,jivern,64
1652,rammuseu,jivern,64
1653,ajhin,jivern,64
1654,nicolsha,jivern,64
1655,capacitg,jivern,64
1656,rammuseu,jivern,64
1657,roggosce,jivern,64
1658,vluann,jivern,64
1659,limesbra,jivern,64
1660,myeshask,jivern,64
1661,dhammer,jivern,64
1662,sfleta,jivern,64
1663,ninetale,jivern,64
1664,erikursi,zoraidab,64
1665,ccassell,zoraidab,64
1666,cshara,zoraidab,64
1667,mordnore,zoraidab,64
1668,cmerlyn,zoraidab,64
1669,biodiese,zoraidab,64
1670,chmackey,zoraidab,64
1671,xerminia,zoraidab,64
1672,yolandep,zoraidab,64
1673,dtammie,zoraidab,64
1674,e.bogachuk,zoraidab,64
1675,hhullen,zoraidab,64
1676,boostery,zoraidab,64
1677,jenegabr,zoraidab,64
1678,rosmertt,zoraidab,64
1679,willylyd,zoraidab,64
1680,iseadra,zoraidab,64
1681,ninetale,zoraidab,64
1682,alishian,zoraidab,64
1683,noisejaq,zoraidab,64
1684,lavender,zoraidab,64
1685,hjerilyn,zoraidab,64
1686,bullroag,zoraidab,64
1687,elidacon,zoraidab,64
1688,barbiesa,zoraidab,64
1689,clemenha,zoraidab,64
1690,lavender,zoraidab,64
1691,rosieamb,zoraidab,64
1692,joellebo,zoraidab,64
1693,joellebo,zoraidab,64
1694,sunnitif,zoraidab,64
1695,aethando,zoraidab,64
1696,werewolf,dhammer,64
1697,macygabr,dhammer,64
1698,waresher,dhammer,64
1699,barbiesa,dhammer,64
1700,sommerha,dhammer,64
1701,mistidem,dhammer,64
1702,bernarda,dhammer,64
1703,kerenhor,dhammer,64
1704,nerissas,dhammer,64
1705,dtammie,dhammer,64
1706,telvina,dhammer,64
1707,maliqdot,dhammer,64
1708,hanalesh,dhammer,64
1709,gehnbrig,dhammer,64
1710,cornmeal,dhammer,64
1711,janissca,dhammer,64
1712,gwakame,dhammer,64
1713,waltlate,dhammer,64
1714,shenmurr,dhammer,64
1715,judgejal,dhammer,64
1716,rorgeelp,dhammer,64
1717,toffeeco,dhammer,64
1718,vanesabo,dhammer,64
1719,paulinac,dhammer,64
1720,kwukong,dhammer,64
1721,stewartn,dhammer,64
1722,willylyd,dhammer,64
1723,werewolf,dhammer,64
1724,yolandep,dhammer,64
1725,llynelle,dhammer,64
1726,hhullen,dhammer,64
1727,mordnore,dhammer,64
1728,golemtam,hjerilyn,64
1729,karnaksp,hjerilyn,64
1730,estaedmo,hjerilyn,64
1731,stewartn,hjerilyn,64
1732,ghumbleb,hjerilyn,64
1733,werewolf,hjerilyn,64
1734,salenasa,hjerilyn,64
1735,gtoraq,hjerilyn,64
1736,aedie,hjerilyn,64
1737,corrietr,hjerilyn,64
1738,slyviada,hjerilyn,64
1739,symeonro,hjerilyn,64
1740,sgoldenf,hjerilyn,64
1741,rosmertt,hjerilyn,64
1742,Yuriy,hjerilyn,64
1743,chmackey,hjerilyn,64
1744,ebonicra,hjerilyn,64
1745,cshara,hjerilyn,64
1746,kaleighh,hjerilyn,64
1747,llynelle,hjerilyn,64
1748,bernarda,hjerilyn,64
1749,hsensor,hjerilyn,64
1750,biodiese,hjerilyn,64
1751,necromat,hjerilyn,64
1752,kaleighh,hjerilyn,64
1753,tinydook,hjerilyn,64
1754,tprobius,hjerilyn,64
1755,mavissig,hjerilyn,64
1756,yukojuan,hjerilyn,64
1757,mordnore,hjerilyn,64
1758,hamishcl,hjerilyn,64
1759,hamishcl,hjerilyn,64
1760,rdontos,machrist,64
1761,ronniele,machrist,64
1762,iseadra,machrist,64
1763,marquita,machrist,64
1764,bromanyt,machrist,64
1765,cmerlyn,machrist,64
1766,aemmafre,machrist,64
1767,ajhin,machrist,64
1768,loarlyne,machrist,64
1769,myrlemal,machrist,64
1770,stewartn,machrist,64
1771,tandrasc,machrist,64
1772,ghumbleb,machrist,64
1773,luanarau,machrist,64
1774,roggosce,machrist,64
1775,waltlate,machrist,64
1776,loriross,machrist,64
1777,sgoldenf,machrist,64
1778,boostery,machrist,64
1779,audiecle,machrist,64
1780,daniawen,machrist,64
1781,necromat,machrist,64
1782,julietah,machrist,64
1783,sperses,machrist,64
1784,sensordo,machrist,64
1785,mavissig,machrist,64
1786,daniawen,machrist,64
1787,starfigd,machrist,64
1788,yolandep,machrist,64
1789,xerminia,machrist,64
1790,horacene,machrist,64
1791,hhullen,machrist,64
1792,ghumbleb,sfleta,64
1793,sandorme,sfleta,64
1794,mordnore,sfleta,64
1795,englishk,sfleta,64
1796,fbillye,sfleta,64
1797,kleinerb,sfleta,64
1798,sharkjos,sfleta,64
1799,boostery,sfleta,64
1800,rebeccaa,sfleta,64
1801,alishian,sfleta,64
1802,cnathali,sfleta,64
1803,abbeyrus,sfleta,64
1804,cgreenbe,sfleta,64
1805,vanesabo,sfleta,64
1806,cgreenbe,sfleta,64
1807,mitzifra,sfleta,64
1808,hcarolee,sfleta,64
1809,morrigen,sfleta,64
1810,mistidem,sfleta,64
1811,dhammer,sfleta,64
1812,sharkjos,sfleta,64
